product_id,abc_category,category,total_forecast_demand,avg_monthly_demand
FB001829,A,Shoes,61.56984614996964,10.26164102499494
FB002021,A,Tops,61.569407153678746,10.261567858946458
FB000874,B,Shoes,61.5668564146179,10.261142735769651
FB001766,B,Bottoms,61.5604985840323,10.260083097338716
FB001857,A,Bottoms,61.55551199279954,10.259251998799924
FB000392,A,Tops,61.55239913371635,10.258733188952725
FB001996,A,Tops,61.55040117421396,10.258400195702327
FB000582,C,Tops,61.543649030753855,10.257274838458976
FB001419,A,Bottoms,61.53923235857903,10.256538726429838
FB001036,A,Tops,61.531555180968155,10.255259196828026
FB001750,A,Outerwear,61.53053624258854,10.255089373764756
FB001318,A,Shoes,61.528059362786834,10.254676560464473
FB001716,B,Shoes,61.52457565315632,10.25409594219272
FB001967,A,Accessories,61.52315085085482,10.25385847514247
FB000391,B,Dresses,61.52048325768119,10.253413876280199
FB001470,A,Bottoms,61.51308175098942,10.25218029183157
FB001825,C,Bottoms,61.510590072379074,10.25176501206318
FB000872,C,Tops,61.50354830896795,10.250591384827992
FB001394,A,Bottoms,61.50001768258258,10.250002947097096
FB001332,A,Bottoms,61.489555834963795,10.248259305827299
FB000343,B,Shoes,61.48883299837165,10.248138833061942
FB000651,B,Outerwear,61.488189106831875,10.248031517805313
FB001502,B,Accessories,61.48574138881659,10.247623564802765
FB001667,C,Bottoms,61.48490349482179,10.247483915803633
FB001662,A,Outerwear,61.48354105672561,10.247256842787602
FB001018,B,Tops,61.476037708772516,10.246006284795419
FB001611,B,Accessories,61.47401676132195,10.245669460220325
FB001522,B,Accessories,61.46893343283557,10.244822238805929
FB000280,B,Accessories,61.45310455897227,10.242184093162045
FB002155,C,Shoes,61.45069153720297,10.241781922867162
FB002160,B,Outerwear,61.44573360967699,10.240955601612832
FB000947,A,Bottoms,61.44282336037858,10.240470560063097
FB000308,A,Bottoms,61.44195369044597,10.240325615074328
FB001561,A,Tops,61.43745165967306,10.239575276612177
FB000133,B,Tops,61.43506458352084,10.239177430586807
FB000960,A,Tops,61.4320373210881,10.238672886848017
FB002170,A,Accessories,61.427646406391624,10.237941067731937
FB002081,C,Accessories,61.42468045279528,10.237446742132546
FB001827,A,Outerwear,61.42150757375808,10.236917928959679
FB000714,C,Bottoms,61.41216002837755,10.235360004729591
FB000219,B,Bottoms,61.4116613974858,10.235276899580967
FB002109,C,Dresses,61.410232628074056,10.235038771345677
FB000248,B,Bottoms,61.40916757100355,10.234861261833926
FB001543,A,Bottoms,61.40725626045722,10.234542710076203
FB001951,B,Shoes,61.397222843470615,10.232870473911769
FB001973,A,Accessories,61.39534549504988,10.232557582508313
FB002149,A,Outerwear,61.38994188169705,10.23165698028284
FB001164,A,Accessories,61.38990707922122,10.231651179870203
FB000904,B,Shoes,61.38903151097487,10.231505251829144
FB000415,C,Dresses,61.38565150518085,10.230941917530142
FB000921,A,Bottoms,61.385064242555615,10.230844040425936
FB000108,A,Bottoms,61.38041349926789,10.230068916544647
FB001048,A,Tops,61.379525367439726,10.229920894573288
FB001591,B,Bottoms,61.37907789414109,10.229846315690182
FB000121,C,Shoes,61.37746219960778,10.229577033267963
FB001624,A,Accessories,61.37290035917515,10.22881672652919
FB001999,B,Dresses,61.36238134832223,10.227063558053706
FB001515,B,Shoes,61.34168051342729,10.223613418904549
FB000544,A,Shoes,61.33742401865776,10.222904003109626
FB000945,B,Dresses,61.32553851455541,10.220923085759235
FB000780,A,Dresses,61.32513854687966,10.220856424479942
FB000532,B,Accessories,61.323981112338146,10.220663518723024
FB000734,B,Shoes,61.323337580356366,10.220556263392728
FB001802,C,Outerwear,61.31740087636764,10.21956681272794
FB002069,C,Accessories,61.31404173051761,10.219006955086268
FB000630,C,Bottoms,61.311051132320955,10.218508522053492
FB000729,A,Accessories,61.29644126468335,10.216073544113891
FB000833,A,Bottoms,61.27207125770727,10.212011876284544
FB001969,A,Dresses,61.26736696399459,10.211227827332431
FB002029,A,Tops,61.25711792034407,10.209519653390679
FB001558,A,Dresses,61.25203392589975,10.208672320983291
FB000704,B,Tops,61.25079411492959,10.208465685821599
FB001366,A,Outerwear,61.23080447226236,10.205134078710394
FB000398,C,Dresses,61.226615716525814,10.204435952754302
FB000991,A,Accessories,61.225413424419486,10.20423557073658
FB001713,A,Dresses,61.218756838450105,10.203126139741684
FB001916,A,Tops,61.21509759307443,10.202516265512406
FB000040,C,Bottoms,61.21329546160931,10.202215910268219
FB001353,B,Tops,61.20615862934767,10.201026438224611
FB001568,B,Dresses,61.20275909772953,10.20045984962159
FB000658,B,Bottoms,61.19024169650592,10.19837361608432
FB000092,A,Accessories,61.18619204722458,10.19769867453743
FB000512,A,Accessories,61.1762068335226,10.196034472253766
FB001851,C,Accessories,61.17304369645785,10.195507282742975
FB000837,A,Shoes,61.172956900663365,10.195492816777227
FB001409,B,Dresses,61.17056031531999,10.195093385886665
FB000440,A,Bottoms,61.167501158895575,10.194583526482596
FB000928,A,Accessories,61.16391464701891,10.193985774503153
FB000411,A,Tops,61.161828091352035,10.19363801522534
FB001578,C,Outerwear,61.159342007839655,10.193223667973276
FB001284,B,Bottoms,61.15454835697739,10.192424726162898
FB000259,B,Shoes,61.15451229380041,10.192418715633401
FB001178,A,Dresses,61.153208543026295,10.192201423837716
FB001320,A,Outerwear,61.15225393379201,10.192042322298668
FB000613,C,Accessories,61.138483939981924,10.189747323330321
FB000348,C,Tops,61.13640167253007,10.189400278755011
FB001794,C,Outerwear,61.12971637631654,10.188286062719422
FB001019,A,Tops,61.126794052711546,10.187799008785257
FB001678,A,Shoes,61.12352028129209,10.187253380215347
FB001534,B,Bottoms,61.12229262270044,10.187048770450074
FB001265,C,Tops,61.12227344318811,10.187045573864685
FB000242,C,Dresses,61.10472064584778,10.184120107641297
FB000366,C,Accessories,61.10076826510297,10.183461377517162
FB002100,A,Bottoms,61.095554291288636,10.18259238188144
FB001721,A,Bottoms,61.0900807845031,10.181680130750516
FB000547,A,Bottoms,61.089852579827934,10.181642096637988
FB001032,A,Dresses,61.07858681630013,10.179764469383356
FB001480,C,Tops,61.07844395842186,10.179740659736977
FB001033,A,Dresses,61.07453631263765,10.179089385439609
FB001728,A,Accessories,61.0704329221946,10.178405487032434
FB001514,C,Accessories,61.07019857216535,10.178366428694225
FB001486,B,Tops,61.051398263113185,10.175233043852197
FB000376,A,Tops,61.05083463640781,10.175139106067968
FB001014,A,Shoes,61.04966494560536,10.174944157600892
FB001242,B,Accessories,61.047420907452675,10.174570151242113
FB000269,A,Accessories,61.046597372124566,10.174432895354094
FB000178,A,Shoes,61.045110861313646,10.174185143552274
FB001064,B,Shoes,61.0396854033643,10.173280900560718
FB001355,B,Tops,61.037081531619805,10.172846921936634
FB000893,C,Outerwear,61.03595371785569,10.172658952975949
FB002157,C,Dresses,61.033415394566475,10.172235899094412
FB000387,C,Tops,61.029577041443915,10.171596173573986
FB001053,B,Outerwear,61.02950927994999,10.171584879991665
FB001556,C,Outerwear,61.0250899840511,10.170848330675183
FB001805,A,Accessories,61.02311175260061,10.170518625433436
FB000973,B,Bottoms,61.01902387283336,10.169837312138894
FB002146,A,Bottoms,61.01244690722929,10.168741151204882
FB000914,A,Shoes,61.0104172298299,10.168402871638316
FB000728,A,Bottoms,61.0094784138721,10.168246402312016
FB001689,B,Dresses,61.00882215011504,10.168137025019172
FB000181,B,Outerwear,61.00818822723423,10.168031371205705
FB001131,B,Accessories,61.00601775192405,10.167669625320675
FB001513,B,Accessories,60.9907546606272,10.1651257767712
FB000653,C,Accessories,60.98335846808533,10.16389307801422
FB000556,B,Tops,60.9737185742774,10.162286429046233
FB001413,A,Tops,60.97250010604511,10.162083351007519
FB001291,A,Outerwear,60.96515091462642,10.16085848577107
FB000100,B,Tops,60.9624092552961,10.16040154254935
FB001975,A,Bottoms,60.95518882308616,10.159198137181027
FB001978,C,Dresses,60.95332510849324,10.158887518082206
FB001258,C,Tops,60.94854774079596,10.15809129013266
FB000501,B,Bottoms,60.94807399191279,10.158012331985466
FB000867,A,Bottoms,60.93956320278936,10.15659386713156
FB000558,B,Dresses,60.93717564126122,10.156195940210203
FB001188,C,Accessories,60.93704591481995,10.156174319136658
FB000536,C,Bottoms,60.92449331650502,10.154082219417504
FB000706,A,Bottoms,60.91925926924438,10.153209878207397
FB000408,C,Outerwear,60.912053921005004,10.152008986834167
FB001483,B,Tops,60.89708160171544,10.149513600285907
FB000453,A,Bottoms,60.894454310952256,10.149075718492043
FB001190,B,Tops,60.891343577319674,10.148557262886612
FB001090,B,Accessories,60.882695617257696,10.147115936209616
FB000655,B,Bottoms,60.88169508188955,10.146949180314925
FB001478,A,Tops,60.87708696391627,10.146181160652711
FB000235,A,Tops,60.86884163178815,10.144806938631358
FB000745,B,Tops,60.865873510438014,10.144312251739668
FB001264,A,Accessories,60.85819233956294,10.143032056593823
FB000378,A,Accessories,60.85638467015855,10.142730778359757
FB001402,A,Tops,60.84966130762256,10.141610217937094
FB000173,A,Accessories,60.84919455866111,10.141532426443518
FB000273,C,Dresses,60.84657032251518,10.14109505375253
FB001807,B,Accessories,60.84157696772988,10.14026282795498
FB001525,B,Bottoms,60.83661734747441,10.139436224579068
FB000270,B,Bottoms,60.832334525998505,10.13872242099975
FB000150,C,Shoes,60.82975133130355,10.138291888550592
FB000446,A,Tops,60.822354423311424,10.137059070551905
FB001052,B,Dresses,60.813909442633474,10.135651573772245
FB001601,A,Outerwear,60.813645040449956,10.135607506741659
FB001094,B,Dresses,60.812238338606036,10.13537305643434
FB000539,B,Shoes,60.80369633688019,10.133949389480032
FB000164,A,Accessories,60.803678191117555,10.13394636518626
FB000741,B,Dresses,60.79938014482863,10.133230024138106
FB001660,B,Tops,60.798333948596856,10.133055658099476
FB000770,A,Tops,60.7962702583863,10.13271170973105
FB000264,A,Dresses,60.79556759340396,10.13259459890066
FB000721,C,Tops,60.7942028825251,10.132367147087516
FB001070,C,Tops,60.793803074512674,10.132300512418778
FB001783,A,Accessories,60.7892854027965,10.13154756713275
FB000855,A,Dresses,60.783863272703115,10.130643878783852
FB000705,A,Bottoms,60.777310398906096,10.129551733151017
FB000490,C,Accessories,60.77700863731327,10.129501439552213
FB001520,B,Bottoms,60.775968685869685,10.129328114311614
FB001690,C,Outerwear,60.765725104482414,10.12762085074707
FB001189,B,Shoes,60.764225970700124,10.127370995116687
FB001103,C,Accessories,60.75945413131072,10.126575688551787
FB001205,B,Shoes,60.75599989450521,10.125999982417534
FB002001,C,Dresses,60.75317715844416,10.12552952640736
FB000038,B,Dresses,60.75141869862978,10.125236449771629
FB001619,A,Outerwear,60.74379101488849,10.12396516914808
FB001914,B,Outerwear,60.738416151144264,10.123069358524043
FB000250,B,Outerwear,60.7275341370774,10.1212556895129
FB001560,C,Accessories,60.72300412257479,10.120500687095799
FB001368,A,Tops,60.71179012264139,10.118631687106898
FB000994,A,Bottoms,60.711720636999885,10.118620106166647
FB001383,A,Outerwear,60.7071491925837,10.11785819876395
FB002127,C,Tops,60.695019343725704,10.115836557287617
FB000549,C,Dresses,60.689668132902966,10.114944688817161
FB000271,C,Dresses,60.68342816768052,10.113904694613419
FB000694,A,Bottoms,60.68167244227604,10.113612073712673
FB001743,C,Shoes,60.681657875895155,10.113609645982526
FB001108,C,Bottoms,60.6794122995815,10.113235383263584
FB001381,A,Outerwear,60.67720356888722,10.112867261481204
FB001046,C,Tops,60.67717656543519,10.112862760905864
FB000761,A,Bottoms,60.67628651201047,10.112714418668412
FB000107,A,Bottoms,60.6694112739443,10.111568545657383
FB000817,A,Bottoms,60.66559134411943,10.11093189068657
FB001229,B,Outerwear,60.66099774858836,10.110166291431392
FB000521,A,Accessories,60.65087472519497,10.108479120865828
FB000735,A,Accessories,60.64971940038703,10.108286566731172
FB001592,B,Bottoms,60.64927071894192,10.10821178649032
FB001310,B,Accessories,60.64701720018766,10.107836200031278
FB000749,B,Bottoms,60.64612006728984,10.10768667788164
FB000467,A,Bottoms,60.63187391769674,10.105312319616123
FB000160,B,Bottoms,60.63034413339309,10.105057355565515
FB001157,A,Tops,60.62699952881593,10.104499921469321
FB000834,B,Shoes,60.62656960093394,10.104428266822323
FB000368,B,Tops,60.62053240491601,10.103422067486003
FB000217,B,Outerwear,60.61774987343071,10.102958312238451
FB001736,A,Shoes,60.616926109547876,10.102821018257979
FB000751,C,Dresses,60.615208587266466,10.10253476454441
FB001475,C,Accessories,60.60791932722026,10.101319887870043
FB000884,C,Accessories,60.60764479124691,10.101274131874485
FB000157,B,Outerwear,60.60610599916979,10.101017666528298
FB002108,A,Accessories,60.60297167519303,10.100495279198839
FB000412,B,Shoes,60.6007708316411,10.100128471940183
FB001663,A,Bottoms,60.59619972351009,10.099366620585014
FB001957,A,Dresses,60.594595552605995,10.099099258767666
FB000665,B,Bottoms,60.59357385072803,10.098928975121337
FB001527,A,Outerwear,60.58180300878683,10.096967168131139
FB000755,A,Accessories,60.577510805184055,10.096251800864009
FB001165,A,Bottoms,60.56905314877201,10.094842191462002
FB001061,B,Dresses,60.56743755882794,10.094572926471324
FB001124,B,Bottoms,60.56482214254026,10.09413702375671
FB002016,A,Dresses,60.55993186071186,10.09332197678531
FB000724,C,Tops,60.55734744448416,10.09289124074736
FB002024,A,Tops,60.554947412712515,10.092491235452085
FB000666,A,Accessories,60.550340142690274,10.091723357115045
FB001075,A,Shoes,60.54167741193572,10.090279568655953
FB001646,B,Outerwear,60.51757676349703,10.086262793916172
FB000497,C,Outerwear,60.51575403618216,10.08595900603036
FB000214,B,Accessories,60.511876286233985,10.08531271437233
FB000384,C,Accessories,60.504158698668505,10.084026449778085
FB000977,C,Bottoms,60.50145553342193,10.083575922236989
FB000580,C,Shoes,60.49603931385178,10.082673218975296
FB001604,A,Bottoms,60.490859894440106,10.081809982406684
FB001115,C,Bottoms,60.487132641085914,10.081188773514318
FB001010,B,Dresses,60.48600248858722,10.081000414764537
FB000775,A,Accessories,60.482646783253834,10.080441130542306
FB000886,A,Accessories,60.4783457865891,10.07972429776485
FB001997,A,Accessories,60.47351873198763,10.078919788664605
FB000136,A,Tops,60.4717815526605,10.07863025877675
FB002103,C,Bottoms,60.470904980824535,10.078484163470756
FB001044,B,Accessories,60.4689550082249,10.078159168037484
FB001296,C,Outerwear,60.45986476472035,10.076644127453392
FB001655,A,Tops,60.45647112535289,10.076078520892148
FB001901,C,Outerwear,60.45595160800516,10.075991934667526
FB001247,C,Dresses,60.4516422851236,10.075273714187267
FB000373,A,Shoes,60.429054427989165,10.071509071331528
FB001021,A,Tops,60.42732123080967,10.071220205134944
FB000220,C,Dresses,60.42461719877573,10.070769533129289
FB001640,A,Accessories,60.423970232351856,10.070661705391975
FB001398,A,Shoes,60.4184940469504,10.069749007825067
FB000740,A,Tops,60.41454193599045,10.069090322665074
FB000646,A,Dresses,60.41092093935896,10.068486823226493
FB000222,A,Tops,60.39654052490064,10.06609008748344
FB000756,B,Outerwear,60.39123550638479,10.065205917730799
FB001752,B,Tops,60.38361510074761,10.063935850124603
FB000080,A,Accessories,60.38115469962685,10.06352578327114
FB001197,A,Accessories,60.37380360994802,10.062300601658004
FB001632,C,Tops,60.369086843057204,10.061514473842868
FB000727,A,Shoes,60.36603501352903,10.06100583558817
FB001120,A,Shoes,60.36436433274425,10.060727388790708
FB000952,A,Accessories,60.356287738974515,10.059381289829085
FB000548,A,Accessories,60.35447074323153,10.059078457205255
FB001610,A,Accessories,60.351202871899034,10.058533811983173
FB000354,A,Accessories,60.349663996511154,10.058277332751858
FB001274,B,Shoes,60.345873758336786,10.057645626389464
FB001524,A,Shoes,60.34351868264689,10.05725311377448
FB000306,B,Shoes,60.338844875701305,10.056474145950217
FB001730,C,Dresses,60.33640462885844,10.056067438143073
FB000388,B,Accessories,60.32948590097481,10.054914316829136
FB001516,A,Dresses,60.32238500061955,10.05373083343659
FB001122,B,Tops,60.31524897573874,10.052541495956456
FB000592,A,Accessories,60.311854681800355,10.05197578030006
FB000042,B,Tops,60.308511103168094,10.051418517194682
FB000364,A,Outerwear,60.308274466996494,10.051379077832749
FB001325,A,Bottoms,60.30810604470491,10.051351007450817
FB000337,B,Bottoms,60.307480914112794,10.051246819018798
FB001885,A,Tops,60.3006843262886,10.050114054381433
FB000944,C,Outerwear,60.29246162837907,10.048743604729845
FB000329,A,Outerwear,60.290502117591814,10.048417019598636
FB000519,C,Accessories,60.290239833144966,10.04837330552416
FB000698,C,Tops,60.278008995988415,10.046334832664735
FB000022,C,Accessories,60.27789227882781,10.046315379804634
FB001314,A,Dresses,60.2768298810495,10.04613831350825
FB001371,C,Bottoms,60.26420551921578,10.04403425320263
FB001484,A,Accessories,60.26186525756718,10.04364420959453
FB001806,B,Shoes,60.24845196572609,10.041408660954348
FB000010,C,Outerwear,60.244342562182624,10.04072376036377
FB001986,A,Tops,60.243893846566294,10.040648974427716
FB000528,B,Outerwear,60.24215520887211,10.040359201478685
FB001499,C,Tops,60.241270108330774,10.040211684721795
FB001141,A,Outerwear,60.238551455106546,10.03975857585109
FB000439,C,Shoes,60.23663352331596,10.03943892055266
FB001336,C,Shoes,60.234005593038376,10.039000932173062
FB000883,C,Outerwear,60.22983164532204,10.03830527422034
FB001324,C,Bottoms,60.22596130735724,10.037660217892872
FB000891,A,Shoes,60.22563894264965,10.03760649044161
FB000395,C,Tops,60.220849332177075,10.036808222029512
FB001050,A,Dresses,60.21538714747393,10.035897857912323
FB000137,B,Tops,60.204934033856496,10.034155672309415
FB000562,A,Shoes,60.200835080502,10.033472513417001
FB000868,A,Bottoms,60.20075221025558,10.033458701709263
FB001718,A,Bottoms,60.19221690737547,10.032036151229244
FB000185,B,Dresses,60.18834428105787,10.031390713509646
FB001184,C,Tops,60.18457935840046,10.030763226400078
FB000208,A,Tops,60.17576616712907,10.029294361188178
FB001450,C,Bottoms,60.17407072043775,10.029011786739625
FB000797,B,Outerwear,60.17370476977507,10.028950794962512
FB000234,B,Tops,60.16117585543275,10.026862642572125
FB001239,B,Shoes,60.15629837385157,10.026049728975261
FB001194,A,Shoes,60.1513442759533,10.025224045992216
FB000130,A,Shoes,60.14891136004817,10.024818560008027
FB000339,A,Bottoms,60.14162448259739,10.023604080432898
FB001125,B,Shoes,60.13954618369049,10.023257697281748
FB001635,A,Tops,60.12768719119049,10.021281198531748
FB001026,B,Shoes,60.12376143355501,10.020626905592502
FB001754,C,Dresses,60.1235436032648,10.020590600544134
FB000573,A,Tops,60.119506257268824,10.019917709544805
FB001496,B,Dresses,60.11687076401529,10.019478460669214
FB001039,A,Tops,60.10526552345794,10.017544253909657
FB000773,A,Shoes,60.089860364727315,10.014976727454552
FB000255,C,Bottoms,60.07094143201101,10.011823572001836
FB001744,C,Bottoms,60.07010352308867,10.011683920514779
FB000809,C,Bottoms,60.0700999427435,10.011683323790583
FB001793,A,Outerwear,60.062243014050814,10.010373835675136
FB001590,A,Tops,60.05448205517894,10.009080342529822
FB000829,A,Shoes,60.05130928042622,10.008551546737703
FB001342,A,Bottoms,60.05028282272237,10.008380470453728
FB000268,C,Tops,60.046690217756485,10.007781702959415
FB001455,A,Accessories,60.03915270870144,10.006525451450239
FB002072,B,Accessories,60.032006846688766,10.005334474448128
FB001650,C,Dresses,60.02721789622234,10.004536316037056
FB000648,A,Outerwear,60.027195160863094,10.004532526810516
FB001356,A,Outerwear,60.019819764876786,10.00330329414613
FB001548,A,Outerwear,60.002909176775546,10.000484862795924
FB002087,A,Shoes,59.99567770872969,9.999279618121614
FB000615,A,Accessories,59.98706297977441,9.9978438299624
FB001460,A,Accessories,59.98166450532732,9.996944084221221
FB001055,B,Outerwear,59.9756192123543,9.995936535392383
FB000278,A,Dresses,59.973087848235345,9.995514641372557
FB001801,A,Bottoms,59.9699599881325,9.994993331355417
FB000768,C,Dresses,59.95787669577478,9.992979449295797
FB000767,B,Bottoms,59.95432888292464,9.992388147154108
FB001927,A,Tops,59.949076081078,9.991512680179666
FB001523,B,Outerwear,59.94767926643459,9.991279877739098
FB000449,A,Accessories,59.945781614487906,9.99096360241465
FB001768,B,Dresses,59.94414443213492,9.990690738689153
FB001574,A,Tops,59.94413273624865,9.990688789374774
FB000241,A,Dresses,59.94150305542013,9.990250509236688
FB001772,A,Accessories,59.938520778246186,9.989753463041032
FB000240,C,Shoes,59.932865344554386,9.988810890759064
FB000877,A,Accessories,59.92455228216534,9.98742538036089
FB000407,C,Shoes,59.92432794700931,9.987387991168218
FB001929,C,Bottoms,59.91585386549332,9.985975644248887
FB002017,A,Shoes,59.91411845027206,9.985686408378678
FB001437,A,Dresses,59.906291631297165,9.984381938549527
FB001276,B,Shoes,59.90440385027949,9.984067308379915
FB000183,B,Tops,59.89641365565035,9.982735609275059
FB001451,C,Accessories,59.89194886843569,9.981991478072615
FB000566,C,Shoes,59.89152404157808,9.981920673596347
FB001878,C,Outerwear,59.8901750941852,9.981695849030867
FB001755,A,Tops,59.875384969540455,9.979230828256743
FB000961,A,Outerwear,59.87327304268927,9.978878840448212
FB000697,C,Shoes,59.86493224099999,9.977488706833332
FB001836,C,Outerwear,59.86462047192097,9.977436745320162
FB000118,B,Dresses,59.859150117907376,9.976525019651229
FB001627,B,Outerwear,59.858848088108225,9.976474681351371
FB000710,C,Tops,59.856821049854396,9.976136841642399
FB001447,A,Bottoms,59.856739948481106,9.976123324746851
FB001273,B,Outerwear,59.85596639279669,9.975994398799449
FB001943,A,Shoes,59.843074342548675,9.973845723758112
FB001193,B,Outerwear,59.836561149105876,9.972760191517645
FB001230,C,Dresses,59.83288206971209,9.972147011618683
FB001300,A,Outerwear,59.83201141205353,9.972001902008921
FB001474,B,Shoes,59.83186463873929,9.971977439789882
FB000637,A,Tops,59.83003576913694,9.97167262818949
FB000752,C,Outerwear,59.82356375015211,9.970593958358686
FB001454,A,Shoes,59.82307013415433,9.970511689025722
FB002009,A,Outerwear,59.81912006220509,9.969853343700848
FB000707,C,Accessories,59.81615223361251,9.969358705602085
FB000257,A,Accessories,59.81300398581055,9.968833997635093
FB000782,C,Outerwear,59.81242569495092,9.968737615825153
FB000045,C,Tops,59.81185825941417,9.968643043235696
FB000244,B,Shoes,59.80417420736438,9.967362367894063
FB000174,A,Shoes,59.80273507895509,9.96712251315918
FB001200,C,Tops,59.8022455802166,9.9670409300361
FB001936,A,Outerwear,59.785212437703926,9.964202072950654
FB000675,A,Accessories,59.78425592823745,9.964042654706242
FB000700,A,Tops,59.78349060803103,9.963915101338506
FB000677,A,Outerwear,59.778023604735125,9.96300393412252
FB000771,B,Dresses,59.767967414450595,9.961327902408433
FB000910,B,Shoes,59.76629090250651,9.961048483751085
FB000555,C,Tops,59.764567526734815,9.960761254455802
FB000966,A,Shoes,59.76005574364561,9.960009290607601
FB000254,C,Shoes,59.75742113881148,9.959570189801914
FB000943,B,Shoes,59.753679728435905,9.958946621405984
FB001977,C,Tops,59.751456633110074,9.958576105518345
FB001251,A,Shoes,59.743863273822974,9.957310545637162
FB001161,C,Accessories,59.73995369296213,9.956658948827021
FB002093,A,Bottoms,59.73786103020978,9.95631017170163
FB002037,A,Dresses,59.719543011219116,9.953257168536519
FB001758,B,Outerwear,59.71302826533969,9.952171377556615
FB001430,B,Tops,59.70853550502587,9.95142258417098
FB000469,B,Accessories,59.708222607120724,9.95137043452012
FB000660,B,Shoes,59.699215246605,9.9498692077675
FB001641,A,Outerwear,59.69536318535967,9.949227197559944
FB000997,A,Tops,59.68911767313693,9.948186278856154
FB000540,C,Tops,59.68880725575252,9.94813454262542
FB000680,A,Accessories,59.68489817795908,9.947483029659846
FB002150,C,Accessories,59.679342621767915,9.946557103627987
FB002098,A,Outerwear,59.67895996149272,9.946493326915453
FB001400,A,Outerwear,59.67821714673337,9.94636952445556
FB001233,C,Tops,59.672840036829854,9.945473339471642
FB001392,A,Outerwear,59.666366086376286,9.94439434772938
FB001334,A,Outerwear,59.65776644030637,9.942961073384394
FB000301,A,Tops,59.65577583413906,9.942629305689843
FB000984,A,Shoes,59.646329975990476,9.941054995998412
FB001787,B,Outerwear,59.63814398846238,9.93969066474373
FB001114,A,Shoes,59.6314713105501,9.938578551758349
FB001657,A,Tops,59.631036142459436,9.938506023743239
FB001013,C,Outerwear,59.62668217254719,9.937780362091198
FB002049,A,Bottoms,59.61579740261862,9.93596623376977
FB000018,B,Tops,59.6130542523131,9.935509042052184
FB000957,A,Dresses,59.60921623103334,9.934869371838891
FB001175,B,Dresses,59.60851547581683,9.934752579302804
FB000508,A,Accessories,59.60261325180281,9.933768875300467
FB000315,B,Outerwear,59.60114801177315,9.933524668628857
FB000166,A,Shoes,59.598101434541626,9.933016905756938
FB000712,C,Outerwear,59.59253206917258,9.932088678195429
FB000198,B,Shoes,59.59170762637669,9.93195127106278
FB000862,C,Tops,59.59064644151783,9.931774406919638
FB001828,A,Bottoms,59.58809498919251,9.931349164865418
FB001295,C,Tops,59.587908627926026,9.931318104654338
FB000335,C,Bottoms,59.57777527756877,9.929629212928129
FB000759,A,Accessories,59.56994787543251,9.928324645905418
FB001912,A,Accessories,59.555002819213165,9.925833803202194
FB000854,B,Dresses,59.552352923411966,9.925392153901994
FB001246,A,Dresses,59.54003959697274,9.92333993282879
FB001820,B,Shoes,59.53866426546992,9.923110710911653
FB001630,A,Outerwear,59.52794898449355,9.921324830748924
FB001942,A,Outerwear,59.527893178775734,9.921315529795956
FB000028,A,Bottoms,59.52463504781039,9.9207725079684
FB001085,B,Shoes,59.524061262473396,9.920676877078899
FB001117,A,Dresses,59.51598326308777,9.91933054384796
FB000795,A,Shoes,59.51328956787667,9.91888159464611
FB001228,A,Bottoms,59.51278889681296,9.918798149468826
FB001367,B,Shoes,59.509952484189164,9.918325414031527
FB001981,B,Bottoms,59.50542983667114,9.91757163944519
FB001804,A,Outerwear,59.504474454850026,9.91741240914167
FB001086,A,Shoes,59.49925838338209,9.916543063897015
FB002164,A,Shoes,59.48602705954599,9.914337843257664
FB001651,A,Dresses,59.48099156067877,9.91349859344646
FB001218,A,Shoes,59.47785574996041,9.912975958326735
FB001586,A,Accessories,59.46950037262638,9.911583395437729
FB000903,B,Accessories,59.46779911972907,9.91129985328818
FB000611,A,Bottoms,59.46761201518467,9.911268669197446
FB000319,A,Accessories,59.467589822761184,9.911264970460197
FB000046,A,Dresses,59.46488405024697,9.910814008374496
FB001779,C,Dresses,59.464705681682624,9.910784280280437
FB001915,A,Shoes,59.46103244414632,9.910172074024386
FB002036,B,Accessories,59.44989695815687,9.908316159692811
FB001111,A,Outerwear,59.44878801813655,9.90813133635609
FB001517,B,Shoes,59.44630435640423,9.907717392734037
FB001104,B,Accessories,59.43360414233796,9.90560069038966
FB000474,A,Shoes,59.432271388843105,9.905378564807185
FB000371,C,Outerwear,59.43152543591563,9.905254239319271
FB000726,A,Outerwear,59.42105309967516,9.90350884994586
FB001443,A,Outerwear,59.4198278993664,9.9033046498944
FB001426,A,Shoes,59.41700743867929,9.902834573113216
FB002094,B,Bottoms,59.41282225440487,9.902137042400811
FB001344,B,Tops,59.41098045312543,9.901830075520905
FB000225,A,Dresses,59.41033607613373,9.901722679355622
FB002168,A,Shoes,59.407875653757856,9.901312608959643
FB000189,B,Dresses,59.407401305140716,9.901233550856785
FB000206,A,Accessories,59.40685839556559,9.901143065927599
FB000636,A,Outerwear,59.4054641397996,9.900910689966599
FB001155,C,Outerwear,59.39880110839658,9.899800184732763
FB001420,A,Tops,59.38912764705,9.898187941175001
FB000030,B,Shoes,59.388364253930575,9.89806070898843
FB001113,C,Shoes,59.3869238050666,9.897820634177767
FB001681,A,Shoes,59.386830210329485,9.897805035054914
FB001507,A,Bottoms,59.38607791108205,9.897679651847008
FB000932,B,Bottoms,59.381940430899185,9.89699007181653
FB000643,C,Dresses,59.374430669206866,9.895738444867812
FB001377,A,Bottoms,59.36333142900076,9.893888571500126
