product_id,total_revenue,mean_daily_revenue,std_daily_revenue,num_transactions,avg_price,original_price,avg_markdown,avg_unit_cost,avg_profit_margin,avg_stock_quantity,category,brand,units_sold,mean_daily_demand,std_daily_demand,unit_cost,underage_cost,overage_cost,critical_ratio,optimal_quantity,expected_profit,achieved_service_level
FB000595,630.4,630.4,,1,126.08,137.59,0.0,87.58,30.54,18.0,Dresses,Banana Republic,5.0,5.0,1.5,87.58,38.5,76.94365853860295,0.33349601431009807,4.354580112977089,129.5249400503886,0.33349601431009807
FB000596,403.92,403.92,,1,67.32,65.8,0.0,48.18,28.43,46.0,Shoes,H&M,6.000000000000001,6.000000000000001,1.8000000000000003,48.18,19.139999999999993,42.32867627757353,0.3113781060384264,5.114493874208539,75.730339600004,0.3113781060384264
FB000597,298.35,298.35,,1,99.45,88.42,0.0,70.2,29.41,44.0,Shoes,Uniqlo,3.0,3.0,0.8999999999999999,70.2,29.25,61.67441001838235,0.3216957909772136,2.5833341707273982,58.42141811351046,0.3216957909772136
FB000598,211.41,211.41,,1,70.47,75.54,0.0,51.54,26.86,6.0,Dresses,Mango,3.0,3.0,0.8999999999999999,51.54,18.93,45.28061385110294,0.2948110735072008,2.5145546976697015,36.856492661185435,0.2948110735072008
FB000599,915.15,915.15,,1,183.03,185.13,0.0,133.67,26.97,49.0,Shoes,H&M,5.0,5.0,1.5,133.67,49.360000000000014,117.43615936121323,0.29593007530291,4.195786426330604,160.3492651810597,0.29593007530291
FB000600,496.16,496.16,,1,124.04,132.58,0.0,91.6,26.15,45.0,Outerwear,Mango,4.0,4.0,1.2,91.6,32.44000000000001,80.47544099264705,0.28729463140574785,3.326433347167471,83.58260948536585,0.28729463140574785
FB000601,197.12,197.12,,1,98.56,93.38,0.0,72.11,26.84,7.0,Bottoms,Zara,2.0,2.0,0.6,72.11,26.450000000000003,63.352445960477944,0.29453540732777644,1.675890182055261,34.322536562637936,0.29453540732777644
FB000602,250.05,250.05,,1,50.01,47.28,0.0,36.3,27.41,38.0,Accessories,Ann Taylor,5.0,5.0,1.5,36.3,13.71,31.891468428308823,0.300648213150281,4.216194358763831,44.743849161144794,0.300648213150281
FB000603,76.93,76.93,,1,76.93,59.88,0.0,56.25,26.88,33.0,Bottoms,Banana Republic,1.0,1.0,0.3,56.25,20.680000000000007,49.41859777113971,0.29501303389144495,0.8383605234842445,13.423920470840502,0.29501303389144495
FB000604,342.14,342.14,,1,171.07,140.07,0.0,125.89,26.41,15.0,Dresses,H&M,2.0,2.0,0.6,125.89,45.17999999999999,110.60101819393383,0.2900224977587117,1.6680086022410423,58.36415089914227,0.2900224977587117
FB000605,211.59,211.59,,1,70.53,66.6,0.0,51.78,26.58,47.0,Accessories,Uniqlo,3.0,3.0,0.8999999999999999,51.78,18.75,45.491466534926474,0.2918675586243987,2.5068566413731617,36.39943766725898,0.2918675586243987
FB000606,536.34,536.34,,1,25.54,39.82,35.4,18.29,28.39,9.0,Accessories,Gap,21.000000000000004,21.000000000000004,6.300000000000001,18.29,7.25,16.06873161305147,0.3109088487446797,17.892362212507123,100.35577341413358,0.3109088487446797
FB000607,402.12,402.12,,1,67.02,70.74,0.0,48.9,27.04,49.0,Accessories,Zara,6.0,6.0,1.7999999999999998,48.9,18.119999999999997,42.96123432904412,0.29665412297314925,5.038713393963619,70.68719312948679,0.29665412297314925
FB000608,1996.05,1996.05,,1,95.05,95.33,0.0,68.56,27.87,36.0,Dresses,Zara,21.0,21.0,6.3,68.56,26.489999999999995,60.23358334558824,0.3054532455657298,17.794686462005288,364.78604694194627,0.3054532455657298
FB000609,1577.6,1577.6,,1,23.2,32.62,29.1,16.57,28.58,9.0,Accessories,Forever21,68.0,68.0,20.4,16.57,6.629999999999999,14.557620712316178,0.3129185711799173,58.05307364772949,297.7326534992474,0.3129185711799173
FB000610,452.43,452.43,,1,41.13,41.07,0.0,28.98,29.54,10.0,Bottoms,Mango,11.0,11.0,3.3,28.98,12.150000000000002,25.460461571691177,0.32304841504910226,9.484668859468394,89.08994294377763,0.32304841504910226
FB000611,438.6,438.6,,1,43.86,43.1,0.0,32.39,26.15,34.0,Bottoms,Zara,10.0,10.0,3.0,32.39,11.469999999999999,28.456326787683825,0.2872791193889186,8.315946815227438,73.88081572002764,0.2872791193889186
FB000612,502.11,502.11,,1,71.73,102.03,27.9,50.16,30.07,21.0,Outerwear,Ann Taylor,7.0,7.0,2.1,50.16,21.570000000000007,44.06821091911765,0.3286195601306003,6.068170825616694,101.15540242088748,0.3286195601306003
FB000613,113.92,113.92,,1,56.96,54.11,0.0,40.32,29.21,15.0,Accessories,Mango,2.0,2.0,0.6,40.32,16.64,35.42325088235294,0.3196112366782728,1.7187282870462548,22.114653264194313,0.3196112366782728
FB000614,173.44,173.44,,1,43.36,43.5,0.0,31.93,26.36,35.0,Accessories,Mango,4.0,4.0,1.2,31.93,11.43,28.052192477022057,0.28949760089063087,3.3341763822606825,29.515291689349365,0.28949760089063087
FB000615,489.51,489.51,,1,69.93,66.0,0.0,48.65,30.43,19.0,Accessories,Banana Republic,6.999999999999999,6.999999999999999,2.0999999999999996,48.65,21.28000000000001,42.74159611672794,0.3323878392722521,6.090008827190181,100.13061858424867,0.3323878392722521
FB000616,895.62,895.62,,1,38.94,38.85,0.0,27.0,30.66,10.0,Bottoms,Banana Republic,23.0,23.0,6.8999999999999995,27.0,11.939999999999998,23.72092693014706,0.3348202368207696,20.056173724481056,184.99565381428098,0.3348202368207696
FB000617,772.33,772.33,,1,59.41,61.29,0.0,43.81,26.26,15.0,Accessories,Zara,13.000000000000002,13.000000000000002,3.9000000000000004,43.81,15.599999999999994,38.48940032628677,0.2884114060406507,10.82367679384383,130.77763968700913,0.2884114060406507
FB000618,952.82,952.82,,1,86.62,90.66,0.0,62.87,27.42,49.0,Bottoms,H&M,11.0,11.0,3.3,62.87,23.750000000000007,55.23461763327206,0.300691460079885,9.276037638535156,170.5298521931697,0.300691460079885
FB000619,828.31,828.31,,1,118.33,119.96,0.0,82.71,30.1,5.0,Dresses,Mango,7.0,7.0,2.1,82.71,35.620000000000005,72.66510616268381,0.32894643836323845,6.070069118969161,167.09358654685985,0.32894643836323845
FB000620,579.96,579.96,,1,144.99,130.21,0.0,101.76,29.82,50.0,Shoes,Forever21,4.0,4.0,1.2,101.76,43.230000000000004,89.40153794117647,0.32594057696272044,3.4586195182201704,115.56904053794476,0.32594057696272044
FB000621,305.88,305.88,,1,50.98,49.68,0.0,37.25,26.93,15.0,Tops,Banana Republic,6.0,6.0,1.7999999999999998,37.25,13.729999999999997,32.726093635110296,0.2955478802811613,5.03295214404496,53.503225138501875,0.2955478802811613
FB000622,512.38,512.38,,1,46.58,46.58,0.0,33.98,27.05,42.0,Accessories,Zara,11.0,11.0,3.3,33.98,12.600000000000001,29.853225818014703,0.2967972340667994,9.239006312037475,90.12714393308633,0.2967972340667994
FB000623,627.57,627.57,,1,69.73,69.88,0.0,50.27,27.91,8.0,Accessories,Mango,9.0,9.0,2.6999999999999997,50.27,19.46,44.16485173253677,0.30585532964076767,7.629390576529724,114.89186050280927,0.30585532964076767
FB000624,555.22,555.22,,1,32.66,32.15,0.0,23.35,28.51,17.0,Accessories,Forever21,17.000000000000004,17.000000000000004,5.1000000000000005,23.35,9.309999999999995,20.514209030330885,0.31216251168746273,14.502377383540814,104.44679175439884,0.31216251168746273
FB000625,79.44,79.44,,1,39.72,36.34,0.0,28.13,29.18,6.0,Bottoms,Forever21,2.0,2.0,0.6,28.13,11.59,24.713691649816177,0.31925127923068086,1.718123899729852,15.398086096643759,0.31925127923068086
FB000626,847.17,847.17,,1,94.13,93.01,0.0,67.87,27.9,34.0,Bottoms,Mango,9.0,9.0,2.6999999999999997,67.87,26.25999999999999,59.627381879595596,0.3057492197959131,7.628573618566058,155.02334705794172,0.3057492197959131
FB000627,108.31,108.31,,1,108.31,75.0,0.0,77.57,28.38,19.0,Tops,Gap,1.0,1.0,0.3,77.57,30.74000000000001,68.14934451746323,0.31085250033760226,0.8519693911103783,20.26123397120577,0.31085250033760226
FB000628,374.55,374.55,,1,74.91,81.63,12.4,52.58,29.81,3.0,Outerwear,Zara,5.0,5.0,1.5,52.58,22.33,46.194308814338235,0.32586975901503146,4.322979588450264,74.61519671584863,0.32586975901503146
FB000629,365.49,365.49,,1,121.83,109.81,0.0,90.0,26.13,17.0,Bottoms,Uniqlo,3.0,3.0,0.8999999999999999,90.0,31.83,79.06975643382353,0.28701595948944847,2.4940889038938483,61.490824706178834,0.28701595948944847
FB000630,197.76,197.76,,1,49.44,47.7,0.0,35.95,27.29,14.0,Bottoms,Ann Taylor,4.0,4.0,1.2,35.95,13.489999999999995,31.58397493106618,0.29928578565859587,3.3682530690416783,35.17403198305132,0.29928578565859587
FB000631,125.39,125.39,,1,125.39,96.08,0.0,88.22,29.64,7.0,Tops,Banana Republic,1.0,1.0,0.3,88.22,37.17,77.50593236213236,0.32413078519930194,0.8631464273574913,24.801543671902586,0.32413078519930194
FB000632,834.83,834.83,,1,26.93,28.0,2.6,18.71,30.52,2.0,Tops,H&M,31.000000000000004,31.000000000000004,9.3,18.71,8.219999999999999,16.437723809742646,0.33336410381692044,26.99502313651817,171.43741276756833,0.33336410381692044
FB000633,388.4,388.4,,1,48.55,52.43,6.4,34.65,28.63,42.0,Bottoms,Zara,8.0,8.0,2.4,34.65,13.899999999999999,30.441856227022058,0.3134735706334571,6.833532215726617,73.47407423297749,0.3134735706334571
FB000634,64.12,64.12,,1,64.12,67.95,18.3,45.7,28.73,37.0,Accessories,Gap,1.0,1.0,0.3,45.7,18.42,40.14986521139706,0.3144961992573558,0.8550563370232053,12.182408232091111,0.3144961992573558
FB000635,221.9,221.9,,1,110.95,131.92,0.0,81.54,26.51,10.0,Dresses,Ann Taylor,2.0,2.0,0.6,81.54,29.409999999999997,71.63719932904412,0.2910521043164295,1.6698117620348683,38.03147877651037,0.2910521043164295
FB000636,1195.74,1195.74,,1,199.29,205.77,0.0,142.89,28.3,38.0,Outerwear,Ann Taylor,6.0,6.0,1.7999999999999998,142.89,56.400000000000006,125.53641663143381,0.3099984106769286,5.107461265825453,222.86547751424345,0.3099984106769286
FB000637,838.7,838.7,,1,83.87,97.88,11.3,59.77,28.73,27.0,Tops,Uniqlo,10.0,10.0,3.0,59.77,24.1,52.511103800551474,0.314575809568567,8.551236107650904,159.40162968252574,0.314575809568567
FB000638,224.16,224.16,,1,112.08,109.55,0.0,81.56,27.23,32.0,Shoes,Zara,2.0,2.0,0.6,81.56,30.519999999999996,71.65477038602941,0.29870387655085023,1.683120826905582,39.76656855373702,0.29870387655085023
FB000639,330.89,330.89,,1,47.27,52.94,10.6,34.33,27.37,50.0,Bottoms,Zara,6.999999999999999,6.999999999999999,2.0999999999999996,34.33,12.940000000000005,30.160719315257353,0.3002270079381096,5.900129775306663,59.09904821530341,0.3002270079381096
FB000640,423.22,423.22,,1,60.46,70.83,18.0,43.57,27.94,21.0,Bottoms,Banana Republic,7.0,7.0,2.1,43.57,16.89,38.27854764246324,0.306152703338519,5.935750675307354,77.58092436219253,0.306152703338519
FB000641,586.96,586.96,,1,53.36,53.17,0.0,39.47,26.03,14.0,Dresses,Mango,11.0,11.0,3.3,39.47,13.89,34.67648096047794,0.28599972090428577,9.135139400042013,98.28767883193763,0.28599972090428577
FB000642,212.19,212.19,,1,70.73,119.56,46.2,51.17,27.65,14.0,Bottoms,Banana Republic,3.0,3.0,0.8999999999999999,51.17,19.560000000000002,44.955549296875,0.3031827243691692,2.5362584029320496,38.39551238541175,0.3031827243691692
FB000643,134.88,134.88,,1,134.88,144.43,0.0,98.37,27.07,41.0,Dresses,Mango,1.0,1.0,0.3,98.37,36.50999999999999,86.42324378216912,0.2969904549553226,0.8400771731634457,23.745791051099538,0.2969904549553226
FB000644,1605.6,1605.6,,1,178.4,172.93,0.0,129.02,27.68,43.0,Outerwear,Mango,9.0,9.0,2.6999999999999997,129.02,49.379999999999995,113.35088861213237,0.3034457712432013,7.610807825929031,290.86667136778055,0.3034457712432013
FB000645,152.34,152.34,,1,152.34,191.95,40.4,111.85,26.58,21.0,Outerwear,Gap,1.0,1.0,0.3,111.85,40.49000000000001,98.26613619025736,0.29180691471893966,0.8355658879370107,26.199538009151603,0.29180691471893966
FB000646,520.52,520.52,,1,130.13,128.56,0.0,90.43,30.51,45.0,Dresses,H&M,4.0,4.0,1.2,90.43,39.69999999999999,79.44753415900736,0.3332003492998746,3.4826883147900327,106.82177329321038,0.3332003492998746
FB000647,164.94,164.94,,1,54.98,123.08,53.0,39.01,29.05,38.0,Dresses,H&M,3.0,3.0,0.8999999999999999,39.01,15.969999999999999,34.27234664981618,0.31785935699439366,2.573676133686286,31.785069310596064,0.31785935699439366
FB000648,1469.4,1469.4,,1,122.45,119.78,0.0,86.36,29.47,22.0,Outerwear,Ann Taylor,12.0,12.0,3.5999999999999996,86.36,36.09,75.8718240625,0.32234201525560735,10.33982506983786,288.5020030644008,0.32234201525560735
FB000649,531.3,531.3,,1,106.26,110.6,0.0,74.36,30.02,19.0,Bottoms,Banana Republic,4.999999999999999,4.999999999999999,1.4999999999999998,74.36,31.900000000000006,65.32918987132354,0.3280907723515702,4.332213114951704,106.80608831449149,0.3280907723515702
FB000650,688.44,688.44,,1,57.37,58.16,0.0,40.98,28.57,29.0,Tops,Zara,12.000000000000002,12.000000000000002,3.6000000000000005,40.98,16.39,36.003095762867645,0.3128274777688556,10.243734221691149,129.87549353218103,0.3128274777688556
FB000651,243.31,243.31,,1,243.31,208.82,0.0,179.08,26.4,45.0,Outerwear,Mango,1.0,1.0,0.3,179.08,64.22999999999999,157.33124424632354,0.28989727070042753,0.8338945432810589,41.48138528874685,0.28989727070042753
FB000652,253.25,253.25,,1,253.25,192.74,0.0,180.41,28.76,43.0,Shoes,Ann Taylor,1.0,1.0,0.3,180.41,72.84,158.4997195358456,0.31486162491311226,0.8553650756181835,48.190470295703705,0.31486162491311226
FB000653,136.4,136.4,,1,68.2,71.82,18.4,48.41,29.02,50.0,Accessories,Gap,2.0,2.0,0.6,48.41,19.790000000000006,42.53074343290441,0.3175507689715907,1.7152647704191988,26.25119895075471,0.3175507689715907
FB000654,421.95,421.95,,1,140.65,145.4,0.0,98.73,29.8,14.0,Shoes,Zara,3.0,3.0,0.8999999999999999,98.73,41.92,86.73952280790442,0.3258211991240541,2.593666453488356,84.04116784988588,0.3258211991240541
FB000655,325.68,325.68,,1,54.28,51.94,0.0,38.96,28.22,9.0,Bottoms,Mango,6.0,6.0,1.7999999999999998,38.96,15.32,34.22841900735294,0.3091925092045122,5.103347104847406,60.49114225198431,0.3091925092045122
FB000656,277.08,277.08,,1,69.27,77.48,0.0,50.83,26.62,49.0,Accessories,Ann Taylor,4.0,4.0,1.2,50.83,18.439999999999998,44.656841328125,0.29224917780124265,3.343808934109491,47.74835148063023,0.29224917780124265
FB000657,878.58,878.58,,1,32.54,59.66,45.2,23.61,27.44,14.0,Dresses,Mango,27.000000000000004,27.000000000000004,8.100000000000001,23.61,8.93,20.742632771139707,0.30095071336863394,22.77448824724643,157.42314790276447,0.30095071336863394
FB000658,300.21,300.21,,1,100.07,102.07,0.0,72.18,27.87,26.0,Bottoms,Uniqlo,3.0,3.0,0.8999999999999999,72.18,27.889999999999986,63.41394465992648,0.30546325357442067,2.5421237632744065,54.86695925660964,0.30546325357442067
FB000659,1123.32,1123.32,,1,48.84,48.57,0.0,34.53,29.3,12.0,Accessories,Banana Republic,22.999999999999996,22.999999999999996,6.899999999999999,34.53,14.310000000000002,30.336429885110295,0.32051834910034827,19.782876297271898,218.88967215804843,0.32051834910034827
FB000660,277.0,277.0,,1,138.5,121.55,0.0,98.43,28.93,16.0,Shoes,Gap,2.0,2.0,0.6,98.43,40.06999999999999,86.475956953125,0.3166438578108242,1.7137373043567825,53.107846366292144,0.3166438578108242
FB000661,540.77,540.77,,1,31.81,59.22,44.8,22.96,27.82,21.0,Accessories,Ann Taylor,17.0,17.0,5.1,22.96,8.849999999999998,20.17157341911765,0.3049455614343141,14.397832721640743,98.60934344851715,0.3049455614343141
FB000662,462.96,462.96,,1,57.87,58.5,2.1,39.95,30.97,24.0,Tops,Ann Taylor,8.0,8.0,2.4,39.95,17.919999999999995,35.098186328125,0.33799722776434965,6.996955388482469,96.84242219347178,0.33799722776434965
FB000663,222.66,222.66,,1,74.22,73.85,0.0,52.62,29.1,46.0,Accessories,Forever21,3.0,3.0,0.8999999999999999,52.62,21.6,46.22945092830882,0.3184457445015993,2.575155490362025,43.0136835445822,0.3184457445015993
FB000664,335.9,335.9,,1,67.18,114.32,36.5,48.9,27.21,41.0,Bottoms,H&M,4.999999999999999,4.999999999999999,1.4999999999999998,48.9,18.28000000000001,42.96123432904412,0.2984916976327268,4.20688474692839,59.53327201468904,0.2984916976327268
FB000665,402.55,402.55,,1,80.51,91.4,11.0,59.19,26.48,18.0,Bottoms,Forever21,5.0,5.0,1.5,59.19,21.320000000000007,52.00154314797794,0.29077402199476166,4.173312620908249,68.9055938289818,0.29077402199476166
FB000666,708.4,708.4,,1,70.84,69.77,0.0,51.89,26.75,30.0,Accessories,Forever21,10.0,10.0,3.0,51.89,18.950000000000003,45.58810734834559,0.29362497257189524,8.371523460232853,122.84034832380738,0.29362497257189524
FB000667,968.5,968.5,,1,74.5,72.95,0.0,54.2,27.25,27.0,Tops,H&M,13.0,13.0,3.9,54.2,20.299999999999997,47.61756443014706,0.29889175458991124,10.942396606769151,171.95810751362728,0.29889175458991124
FB000668,92.16,92.16,,1,46.08,63.99,42.2,33.73,26.8,35.0,Bottoms,Ann Taylor,2.0,2.0,0.6,33.73,12.350000000000001,29.633587605698526,0.29416256933515866,1.6752411720806948,16.01991892755822,0.29416256933515866
FB000669,284.8,284.8,,1,35.6,74.84,51.9,26.01,26.94,35.0,Dresses,Banana Republic,8.0,8.0,2.4,26.01,9.59,22.851159609375003,0.2956121210053365,6.711049302199023,49.830390220705574,0.2956121210053365
FB000670,737.6,737.6,,1,147.52,158.84,0.0,107.01,27.46,30.0,Outerwear,H&M,5.0,5.0,1.5,107.01,40.510000000000005,94.01394039981618,0.3011359902155777,4.218295884455831,132.2706968273833,0.3011359902155777
FB000671,1405.6,1405.6,,1,40.16,96.36,58.6,29.37,26.87,16.0,Shoes,Mango,35.0,35.0,10.5,29.37,10.789999999999996,25.803097182904413,0.2948643550467457,29.33809333364262,245.10631667753796,0.2948643550467457
FB000672,80.96,80.96,,1,40.48,51.06,13.9,28.12,30.53,16.0,Bottoms,H&M,2.0,2.0,0.6,28.12,12.359999999999996,24.704906121323532,0.33346907609970333,1.7417876005231383,16.632625385905158,0.33346907609970333
FB000673,567.3,567.3,,1,37.82,49.75,26.4,27.85,26.36,24.0,Bottoms,Banana Republic,14.999999999999998,14.999999999999998,4.499999999999999,27.85,9.969999999999999,24.467696852022062,0.2895083269604482,12.503302554152318,96.54548320570184,0.2895083269604482
FB000674,239.56,239.56,,1,119.78,148.98,0.0,85.41,28.69,11.0,Dresses,Mango,2.0,2.0,0.6,85.41,34.370000000000005,75.03719885569853,0.3141475182572945,1.7095232047314013,45.447705969913684,0.3141475182572945
FB000675,549.12,549.12,,1,68.64,72.24,0.0,49.34,28.12,35.0,Accessories,Gap,8.0,8.0,2.4,49.34,19.299999999999997,43.347797582720595,0.3080714844686462,6.796821894140625,101.50040153335884,0.3080714844686462
FB000676,155.32,155.32,,1,77.66,94.92,0.0,53.62,30.96,5.0,Tops,Mango,2.0,2.0,0.6,53.62,24.04,47.10800377757353,0.3378872030641233,1.7490582595807729,32.4758432529119,0.3378872030641233
FB000677,797.04,797.04,,1,88.56,91.08,0.0,65.06,26.54,47.0,Outerwear,Banana Republic,9.0,9.0,2.6999999999999997,65.06,23.5,57.15864837316177,0.2913512744632025,7.516508139850679,136.79131654997542,0.2913512744632025
FB000678,514.5,514.5,,1,20.58,49.72,58.3,14.81,28.04,4.0,Accessories,Banana Republic,25.000000000000004,25.000000000000004,7.500000000000001,14.81,5.769999999999998,13.011367697610295,0.3072193725664698,21.22189290184111,94.75117376006965,0.3072193725664698
FB000679,364.65,364.65,,1,21.45,23.09,7.1,14.82,30.91,11.0,Accessories,Gap,17.0,17.0,5.1,14.82,6.629999999999999,13.020153226102941,0.33740194917120625,14.86022294695827,76.09821753753646,0.33740194917120625
FB000680,440.1,440.1,,1,48.9,49.95,0.0,34.04,30.39,29.0,Accessories,Zara,9.0,9.0,2.6999999999999997,34.04,14.86,29.905938988970586,0.33194880607019545,7.826746677090336,89.86480849480262,0.33194880607019545
FB000681,560.12,560.12,,1,25.46,25.7,0.0,17.78,30.16,38.0,Accessories,Forever21,22.0,22.0,6.6,17.78,7.68,15.620669659926472,0.3296042608255335,19.089359199855366,113.29397534462618,0.3296042608255335
FB000682,166.84,166.84,,1,166.84,175.22,0.0,121.27,27.31,8.0,Shoes,Mango,1.0,1.0,0.3,121.27,45.57000000000001,106.54210403033088,0.299581682144857,0.8423187945369999,29.713545426935845,0.299581682144857
FB000683,163.36,163.36,,1,40.84,37.57,0.0,29.87,26.86,18.0,Bottoms,Ann Taylor,4.0,4.0,1.2,29.87,10.970000000000002,26.242373607536766,0.2947944174616748,3.352681650766179,28.477483041499188,0.2947944174616748
FB000684,462.48,462.48,,1,231.24,245.87,0.0,163.21,29.42,27.0,Outerwear,Zara,2.0,2.0,0.6,163.21,68.03,143.38861052849265,0.32177867326789417,1.722361526874022,90.59166926003151,0.32177867326789417
FB000685,787.43,787.43,,1,112.49,116.92,0.0,77.96,30.7,13.0,Bottoms,Banana Republic,7.0,7.0,2.1,77.96,34.53,68.49198012867646,0.33517119314607774,6.10607588673727,162.87632660336777,0.33517119314607774
FB000686,751.8,751.8,,1,107.4,103.11,0.0,76.4,28.86,17.0,Dresses,Ann Taylor,6.999999999999999,6.999999999999999,2.0999999999999996,76.4,31.0,67.12143768382353,0.31593503654003957,5.993897626097069,143.708985365896,0.31593503654003957
FB000687,232.24,232.24,,1,232.24,238.89,0.5,165.04,28.94,28.0,Outerwear,Uniqlo,1.0,1.0,0.3,165.04,67.20000000000002,144.99636224264705,0.31668780411587194,0.856905681837298,44.53446974631797,0.31668780411587194
FB000688,449.4,449.4,,1,74.9,86.81,12.6,54.35,27.44,6.0,Shoes,Uniqlo,5.999999999999999,5.999999999999999,1.7999999999999996,54.35,20.550000000000004,47.74934735753676,0.3008813523857536,5.060638801573385,80.49839566456818,0.3008813523857536
FB000689,197.92,197.92,,1,49.48,58.8,11.8,34.68,29.91,8.0,Bottoms,Mango,4.0,4.0,1.2,34.68,14.799999999999997,30.4682128125,0.32694023201890676,3.461946479122943,39.60123174806459,0.32694023201890676
FB000690,1084.32,1084.32,,1,20.08,41.65,52.0,14.67,26.94,20.0,Bottoms,Ann Taylor,54.0,54.0,16.2,14.67,5.409999999999998,12.888370298713236,0.29565474474961506,45.30158207771835,189.7557632855237,0.29565474474961506
FB000691,703.71,703.71,,1,33.51,61.67,46.4,24.24,27.66,50.0,Tops,H&M,21.000000000000004,21.000000000000004,6.300000000000001,24.24,9.27,21.296121066176468,0.3032769509722939,17.755507951195217,127.38808414675592,0.3032769509722939
FB000692,280.91,280.91,,1,40.13,40.39,0.0,28.82,28.18,16.0,Bottoms,H&M,7.0,7.0,2.1,28.82,11.310000000000002,25.319893115808824,0.30876420971915974,5.951351830132917,52.07944542418117,0.30876420971915974
FB000693,788.55,788.55,,1,52.57,95.13,45.4,37.53,28.61,46.0,Tops,Ann Taylor,14.999999999999998,14.999999999999998,4.499999999999999,37.53,15.04,32.972088432904414,0.31325444259768015,12.810090880062928,149.03199568803797,0.31325444259768015
FB000694,765.66,765.66,,1,109.38,115.14,0.0,79.59,27.24,43.0,Bottoms,Zara,7.0,7.0,2.1,79.59,29.789999999999992,69.92402127297794,0.29875437395556076,5.891228477063233,135.86060835690967,0.29875437395556076
FB000695,387.12,387.12,,1,64.52,59.58,0.0,47.39,26.55,27.0,Tops,H&M,6.0,6.0,1.7999999999999998,47.39,17.129999999999995,41.63461952665441,0.29150192986836554,5.011795829360592,66.48477010718454,0.29150192986836554
FB000696,428.37,428.37,,1,142.79,169.89,0.0,101.19,29.13,12.0,Shoes,Uniqlo,3.0,3.0,0.8999999999999999,101.19,41.599999999999994,88.90076281709558,0.31877208302839444,2.5759782902177824,82.86604757108407,0.31877208302839444
FB000697,159.28,159.28,,1,79.64,117.38,22.5,57.76,27.47,42.0,Shoes,Mango,2.0,2.0,0.6,57.76,21.880000000000003,50.74521257352941,0.30127278426686316,1.6875539874933263,28.580267275374077,0.30127278426686316
FB000698,110.85,110.85,,1,110.85,118.95,0.0,78.72,28.99,18.0,Tops,Mango,1.0,1.0,0.3,78.72,32.129999999999995,69.15968029411765,0.3172090178061894,0.8573446964244664,21.303306939270925,0.3172090178061894
FB000699,378.7,378.7,,1,37.87,39.3,0.0,27.73,26.78,39.0,Accessories,Uniqlo,10.0,10.0,3.0,27.73,10.139999999999997,24.362270510110296,0.2938937017790944,8.373864552995425,65.74845737030002,0.2938937017790944
FB000700,417.84,417.84,,1,69.64,74.3,0.0,49.81,28.48,31.0,Tops,H&M,6.0,6.0,1.7999999999999998,49.81,19.83,43.760717421875,0.3118379663566831,5.1168348770696745,78.49432300735424,0.3118379663566831
FB000701,1288.0,1288.0,,1,64.4,62.97,0.0,45.89,28.74,5.0,Bottoms,H&M,20.0,20.0,6.0,45.89,18.510000000000005,40.31679025275736,0.3146525574567175,17.103769175084054,244.8742711474711,0.3146525574567175
FB000702,909.36,909.36,,1,75.78,73.6,0.0,55.92,26.21,1.0,Accessories,H&M,12.0,12.0,3.5999999999999996,55.92,19.86,49.12867533088235,0.2878733343515844,9.985410259497003,153.5995532345155,0.2878733343515844
FB000703,13336.73,13336.73,,1,50.71,77.85,34.9,36.65,27.73,11.0,Accessories,Mango,263.0,263.0,78.89999999999999,36.65,14.060000000000002,32.19896192555147,0.3039411049177448,222.51650455970668,2421.2985289611715,0.3039411049177448
FB000704,249.99,249.99,,1,83.33,94.31,0.0,61.12,26.65,20.0,Tops,Forever21,3.0,3.0,0.8999999999999999,61.12,22.21,53.69715014705882,0.29259430708400236,2.5087606125068618,43.147598734731986,0.29259430708400236
FB000705,525.06,525.06,,1,58.34,60.36,0.0,43.01,26.28,35.0,Bottoms,Ann Taylor,8.999999999999998,8.999999999999998,2.6999999999999993,43.01,15.330000000000005,37.786558046875,0.2886105682237803,7.49488944544528,88.98923776169754,0.2886105682237803
FB000706,667.73,667.73,,1,95.39,94.85,0.0,65.83,30.99,28.0,Bottoms,Mango,7.0,7.0,2.1,65.83,29.560000000000002,57.83513406709559,0.3382339339087917,6.1236954959320045,139.8072634998092,0.3382339339087917
FB000707,132.55,132.55,,1,26.51,30.52,7.9,19.18,27.65,43.0,Accessories,Uniqlo,5.0,5.0,1.5,19.18,7.330000000000002,16.85064364889706,0.30313502429594513,4.226892520064566,23.979735265874936,0.30313502429594513
FB000708,547.92,547.92,,1,91.32,97.06,0.0,63.82,30.11,24.0,Dresses,Mango,6.0,6.0,1.7999999999999998,63.82,27.499999999999993,56.06924284007353,0.3290684355322777,5.203523488601716,110.58573603790585,0.3290684355322777
FB000709,277.06,277.06,,1,39.58,57.85,35.4,28.78,27.29,17.0,Bottoms,Forever21,7.0,7.0,2.1,28.78,10.799999999999997,25.284751001838238,0.2992954004158106,5.8945010045247415,49.28061054714145,0.2992954004158106
FB000710,97.0,97.0,,1,48.5,51.35,19.7,34.2,29.48,39.0,Tops,Zara,2.0,2.0,0.6,34.2,14.299999999999997,30.046507444852946,0.32246056846264043,1.7235024687263203,19.05432650750847,0.32246056846264043
