product_id,category,brand,season,size,color,original_price,markdown_percentage,current_price,purchase_date,stock_quantity,customer_rating,is_returned,return_reason,total_sales,country,countryCode,longitude,latitude,quantity_sold,price_per_unit
FB000414,Bottoms,Gap,Summer,XS,Blue,101.61,26.9,63.58,2024-07-15,38,3.4,True,Damaged,190.74,Mainland China,CN,9.045803547,47.46539579,3,63.58
FB000415,Dresses,H&M,Fall,XXL,Beige,71.14,0.0,67.89,2024-06-11,33,3.1,False,,203.67,Mainland China,CN,8.644738197,46.85511781,3,67.89
FB000416,Dresses,Ann Taylor,Summer,M,Green,55.21,0.0,53.31,2024-03-26,2,3.8,True,Wrong Item,639.72,Mainland China,CN,-70.60544014,-33.41742542,12,53.31
FB000417,Tops,Zara,Summer,XXL,Black,94.96,35.4,60.54,2024-03-14,34,3.9,False,,181.62,Mainland China,CN,-70.5462835,-33.3908732,3,60.54
FB000418,Shoes,Mango,Spring,M,Purple,138.69,0.0,145.53,2024-12-02,0,2.9,False,,873.18,Mainland China,CN,-70.60848192,-33.51067495,6,145.53
FB000419,Outerwear,Gap,Spring,XXL,Navy,175.7,0.0,168.78,2025-02-23,20,3.0,False,,1856.58,Mainland China,CN,-70.59810431,-33.39889838,11,168.78
FB000420,Shoes,Uniqlo,Summer,XS,Black,145.18,35.7,93.95,2024-05-12,25,2.2,False,,657.65,Mainland China,CN,-70.540617,-33.415216,7,93.95
FB000421,Dresses,Mango,Summer,M,Black,169.34,44.6,82.74,2024-09-07,37,2.7,False,,330.96,Mainland China,CN,-70.654389,-33.424479,4,82.74
FB000422,Tops,Uniqlo,Summer,L,Red,103.14,0.0,109.4,2024-01-21,13,4.5,False,,547.0,Mainland China,CN,-70.649215,-33.439514,5,109.4
FB000423,Tops,Mango,Fall,M,Beige,97.47,32.0,89.13,2024-08-22,27,3.0,False,,89.13,Mainland China,CN,-73.06670386,-36.79222038,1,89.13
FB000424,Dresses,Ann Taylor,Spring,M,Navy,50.69,26.3,38.19,2024-10-29,37,4.1,False,,611.04,Mainland China,CN,-72.935546,-41.472962,16,38.19
FB000425,Outerwear,Banana Republic,Fall,XL,Black,127.75,0.0,139.38,2024-07-27,32,3.6,False,,418.14,Mainland China,CN,-70.750988,-33.481508,3,139.38
FB000426,Tops,Forever21,Winter,XL,Black,111.64,0.0,101.41,2024-06-03,13,4.8,False,,507.05,Mainland China,CN,-71.33790979,-29.95782504,5,101.41
FB000427,Shoes,Uniqlo,Fall,,Purple,134.6,11.6,111.74,2024-05-05,47,3.9,False,,893.92,Mainland China,CN,-70.40256621,-23.64660365,8,111.74
FB000428,Bottoms,Zara,Spring,XXL,Purple,56.05,0.0,57.27,2025-07-16,9,,False,,916.32,Mainland China,CN,-70.67837428,-33.36600028,16,57.27
FB000429,Dresses,Banana Republic,Fall,XL,Purple,106.2,0.0,78.67,2024-07-07,35,4.5,False,,78.67,Mainland China,CN,-70.7178874,-33.5170528,1,78.67
FB000430,Shoes,Mango,Fall,,Green,104.26,20.6,105.97,2024-08-15,31,3.0,False,,105.97,Mainland China,CN,-72.610614,-38.735021,1,105.97
FB000431,Accessories,Uniqlo,Spring,,Purple,24.53,0.0,24.71,2024-08-20,44,4.2,False,,420.07,Mainland China,CN,-71.54658954,-33.00970094,17,24.71
FB000432,Shoes,Mango,Spring,L,Green,131.25,0.0,132.62,2025-06-18,12,1.6,False,,2387.16,Mainland China,CN,-71.24489805,-34.99022133,18,132.62
FB000433,Bottoms,Forever21,Fall,M,Red,72.85,0.0,68.57,2024-06-22,25,3.8,False,,479.99,Mainland China,CN,-73.24382076,-39.81429671,7,68.57
FB000434,Shoes,Zara,Winter,XS,Green,135.39,0.0,122.9,2024-03-07,26,3.9,False,,245.8,Mainland China,CN,-70.575677,-33.401303,2,122.9
FB000435,Shoes,Zara,Winter,XL,Navy,166.94,4.2,161.01,2024-12-16,17,2.6,True,Color Mismatch,805.05,Mainland China,CN,121.5262541,29.89605823,5,161.01
FB000436,Shoes,Banana Republic,Spring,XL,Green,135.36,41.7,74.59,2024-12-20,17,4.3,False,,671.31,Mainland China,CN,120.07514,29.306757,9,74.59
FB000437,Bottoms,Ann Taylor,Spring,L,Blue,96.05,0.0,90.43,2024-09-09,15,4.0,False,,271.29,Mainland China,CN,120.58529,31.298979,3,90.43
FB000438,Outerwear,H&M,Summer,L,Red,116.1,0.0,112.71,2024-12-19,27,3.6,True,Changed Mind,901.68,Mainland China,CN,120.390479,36.11388,8,112.71
FB000439,Shoes,Mango,Fall,L,Black,91.53,0.0,121.24,2024-07-02,8,1.5,False,,121.24,Mainland China,CN,102.6539565,25.06327187,1,121.24
FB000440,Bottoms,Zara,Winter,XS,Gray,102.16,0.0,98.56,2024-02-06,50,,False,,689.92,Mainland China,CN,123.4387676,41.75084551,7,98.56
FB000441,Shoes,Uniqlo,Winter,L,Gray,67.74,3.3,69.54,2024-01-17,23,1.5,False,,278.16,Mainland China,CN,116.840325,40.36590951,4,69.54
FB000442,Accessories,Banana Republic,Winter,,Green,38.34,0.0,39.57,2024-10-19,14,1.4,False,,593.55,Mainland China,CN,113.472952,23.17212,15,39.57
FB000443,Accessories,Zara,Winter,,Gray,60.49,0.0,68.76,2024-05-11,30,2.5,False,,137.52,Mainland China,CN,122.12042,37.513068,2,68.76
FB000444,Outerwear,Banana Republic,Spring,L,Navy,90.27,0.0,92.2,2025-04-16,35,4.2,False,,1475.2,Mainland China,CN,121.414037,31.217111,16,92.2
FB000445,Accessories,Banana Republic,Summer,,Red,45.42,0.0,47.13,2024-08-16,36,1.3,False,,518.43,Mainland China,CN,117.169269,39.093867,11,47.13
FB000446,Tops,Ann Taylor,Spring,,Purple,58.56,0.0,57.5,2025-01-23,21,2.3,False,,1092.5,Mainland China,CN,114.192439,22.643171,19,57.5
FB000447,Dresses,H&M,Summer,L,Pink,167.64,0.0,147.14,2024-03-01,18,4.1,False,,588.56,Mainland China,CN,112.8688857,23.17313077,4,147.14
FB000448,Outerwear,Zara,Fall,XXL,Red,193.14,0.0,121.99,2024-06-22,7,3.5,False,,121.99,Mainland China,CN,114.886335,40.767545,1,121.99
FB000449,Accessories,Gap,Winter,,Gray,60.06,15.6,49.54,2024-06-13,49,2.0,True,Color Mismatch,495.4,Mainland China,CN,121.4769626,31.21015739,10,49.54
FB000450,Bottoms,Banana Republic,Fall,M,Gray,35.37,0.0,34.72,2024-09-19,29,4.7,False,,347.2,Mainland China,CN,112.5345736,32.98728034,10,34.72
FB000451,Accessories,Mango,Summer,,Purple,39.85,0.0,41.61,2024-06-30,28,2.4,False,,374.49,Mainland China,CN,113.647129,34.81872698,9,41.61
FB000452,Tops,Zara,Winter,XL,Black,85.34,59.4,33.52,2024-07-15,5,4.9,False,,335.2,Mainland China,CN,104.643215,28.751769,10,33.52
FB000453,Bottoms,Forever21,Fall,XXL,White,81.17,0.0,82.29,2024-02-04,21,1.2,False,,493.74,Mainland China,CN,109.4098062,24.32045219,6,82.29
FB000454,Accessories,Ann Taylor,Spring,,White,16.81,0.0,16.73,2025-07-31,16,2.8,False,,1689.73,Mainland China,CN,118.7273541,32.12729731,101,16.73
FB000455,Tops,Ann Taylor,Winter,XL,Black,115.71,55.0,51.9,2024-09-27,6,1.6,False,,570.9,Mainland China,CN,113.3806658,22.53341053,11,51.9
FB000456,Bottoms,Mango,Summer,XXL,Pink,49.87,0.0,49.51,2024-11-08,17,2.1,False,,346.57,Mainland China,CN,117.2892102,31.85814363,7,49.51
FB000457,Shoes,Mango,Fall,XS,Beige,107.96,52.9,50.1,2024-12-15,2,4.9,False,,551.1,Mainland China,CN,120.2092937,29.28365919,11,50.1
FB000458,Shoes,Mango,Summer,M,Black,138.35,31.7,102.42,2024-03-07,3,2.5,False,,409.68,Mainland China,CN,117.944232,40.9785909,4,102.42
FB000459,Tops,Gap,Spring,XS,Red,32.01,0.0,31.99,2025-05-09,43,3.4,True,Wrong Item,1759.45,Mainland China,CN,114.4784249,38.04267878,55,31.99
FB000460,Dresses,H&M,Fall,XS,Black,129.08,50.6,61.65,2024-12-01,10,4.4,False,,554.85,Mainland China,CN,120.2291437,35.95907969,9,61.65
FB000461,Dresses,Banana Republic,Winter,M,Gray,68.57,56.4,30.4,2024-01-31,30,1.8,False,,729.6,Mainland China,CN,114.345201,22.699019,24,30.4
FB000462,Accessories,H&M,Winter,,Gray,46.46,0.0,45.51,2024-06-29,30,,False,,227.55,Mainland China,CN,113.1966268,23.13828695,5,45.51
FB000463,Outerwear,Banana Republic,Fall,XXL,White,124.68,58.2,52.78,2024-12-08,44,3.2,False,,686.14,Mainland China,CN,114.305393,30.69884215,13,52.78
FB000464,Bottoms,H&M,Spring,XL,Red,36.85,0.0,37.09,2025-07-03,0,4.4,False,,1223.97,Mainland China,CN,118.675676,24.874132,33,37.09
FB000465,Outerwear,Ann Taylor,Winter,XS,Black,229.63,0.3,247.38,2024-10-15,30,3.4,False,,494.76,Mainland China,CN,113.3347966,33.73391276,2,247.38
FB000466,Tops,Ann Taylor,Spring,S,Navy,74.09,0.0,104.9,2024-09-07,35,3.4,False,,104.9,Mainland China,CN,101.8139296,36.604457,1,104.9
FB000467,Bottoms,Banana Republic,Spring,XS,Brown,27.22,0.0,28.02,2024-09-09,14,2.4,False,,476.34,Mainland China,CN,109.1252669,21.45875512,17,28.02
FB000468,Tops,Ann Taylor,Spring,L,Purple,32.64,1.4,32.44,2025-05-06,29,1.5,True,Changed Mind,940.76,Mainland China,CN,113.4004485,23.1137796,29,32.44
FB000469,Accessories,Zara,Summer,,Purple,30.25,11.8,26.88,2024-12-29,30,3.4,False,,268.8,Mainland China,CN,87.308225,44.011183,10,26.88
FB000470,Outerwear,Uniqlo,Summer,S,Brown,180.57,0.0,144.8,2024-11-14,28,,False,,289.6,Mainland China,CN,103.834304,36.061089,2,144.8
FB000471,Bottoms,Uniqlo,Summer,XS,White,96.55,0.0,83.28,2024-06-04,17,4.4,False,,166.56,Mainland China,CN,115.670177,37.73892,2,83.28
FB000472,Bottoms,Ann Taylor,Fall,,Pink,68.53,54.3,30.2,2024-10-29,38,2.9,False,,211.4,Mainland China,CN,126.494133,45.79910774,7,30.2
FB000473,Shoes,Gap,Fall,XS,White,71.94,0.0,64.97,2024-06-02,45,3.3,False,,129.94,Mainland China,CN,117.6766567,39.01530229,2,64.97
FB000474,Shoes,Gap,Fall,L,Blue,80.72,9.9,69.78,2024-11-03,37,2.5,False,,488.46,Mainland China,CN,121.1265027,41.09034843,7,69.78
FB000475,Outerwear,Zara,Winter,L,Green,208.8,0.0,199.38,2024-07-04,13,1.6,False,,398.76,Mainland China,CN,112.7385768,37.71784908,2,199.38
FB000476,Shoes,Mango,Summer,M,Navy,158.15,54.1,71.04,2024-01-05,36,4.5,False,,568.32,Mainland China,CN,111.6180317,40.8259604,8,71.04
FB000477,Tops,Zara,Fall,S,White,85.92,0.0,87.86,2024-05-25,12,,False,,615.02,Mainland China,CN,121.5401539,38.9491991,7,87.86
FB000478,Accessories,Gap,Spring,,Pink,69.59,0.0,73.47,2024-09-26,38,1.5,False,,587.76,Mainland China,CN,116.4508682,39.91681863,8,73.47
FB000479,Dresses,Zara,Winter,XL,Red,136.17,19.1,113.49,2024-09-18,14,,False,,453.96,Mainland China,CN,112.5344594,37.80904307,4,113.49
FB000480,Shoes,Mango,Spring,XS,Pink,124.26,0.0,143.83,2024-08-08,44,4.0,False,,431.49,Mainland China,CN,114.1322836,22.59248422,3,143.83
FB000481,Shoes,Banana Republic,Winter,S,Black,129.33,0.0,108.16,2024-12-11,15,3.1,False,,324.48,Mainland China,CN,119.9535056,31.7652089,3,108.16
FB000482,Dresses,H&M,Spring,S,Navy,123.93,30.0,89.53,2025-07-31,39,1.9,False,,1342.95,Mainland China,CN,121.5258872,31.22892253,15,89.53
FB000483,Shoes,Zara,Summer,XS,Beige,62.76,0.0,57.77,2024-09-12,12,4.7,False,,346.62,Mainland China,CN,112.9860209,28.20355309,6,57.77
FB000484,Shoes,Uniqlo,Spring,XS,Blue,74.54,0.0,72.89,2024-11-07,4,3.5,False,,728.9,Mainland China,CN,120.303485,30.405057,10,72.89
FB000485,Tops,Gap,Summer,S,Pink,114.03,0.0,94.04,2024-09-19,2,,False,,188.08,Mainland China,CN,126.5744676,43.84533437,2,94.04
FB000486,Accessories,Gap,Fall,,White,20.59,27.6,14.74,2024-06-25,36,,False,,147.4,Mainland China,CN,121.4660668,31.2195638,10,14.74
FB000487,Shoes,Banana Republic,Summer,XL,Blue,167.86,0.0,192.91,2024-09-07,17,3.2,False,,578.73,Mainland China,CN,118.7857676,32.0234317,3,192.91
FB000488,Accessories,Uniqlo,Fall,,Gray,62.2,37.7,39.52,2024-04-27,16,3.1,False,,553.28,Mainland China,CN,113.9756882,22.5374379,14,39.52
FB000489,Outerwear,Banana Republic,Fall,,Pink,223.69,6.3,180.93,2024-02-19,18,1.9,False,,542.79,Mainland China,CN,116.9798416,36.64895047,3,180.93
FB000490,Accessories,Mango,Summer,,Blue,67.13,0.0,57.66,2024-07-29,3,1.4,False,,115.32,Mainland China,CN,120.6524134,31.32002426,2,57.66
FB000491,Dresses,Zara,Summer,M,Red,144.81,33.3,95.78,2024-05-08,33,2.8,False,,957.8,Mainland China,CN,116.4191875,39.89893607,10,95.78
FB000492,Outerwear,Gap,Winter,XS,Purple,152.93,53.0,77.77,2024-09-01,2,4.6,True,Changed Mind,155.54,Mainland China,CN,121.4413691,31.24339787,2,77.77
FB000493,Dresses,Forever21,Summer,XXL,White,111.29,0.0,110.09,2024-05-03,48,4.9,False,,660.54,Mainland China,CN,121.5536731,29.86965682,6,110.09
FB000494,Outerwear,Banana Republic,Winter,XS,Pink,159.18,0.0,155.44,2024-05-24,38,2.4,True,Quality Issue,310.88,Mainland China,CN,121.3878965,31.10795556,2,155.44
FB000495,Outerwear,Zara,Winter,XXL,White,215.93,0.0,221.07,2024-11-28,43,3.5,False,,442.14,Mainland China,CN,113.2829505,23.12679831,2,221.07
FB000496,Tops,Ann Taylor,Spring,,Beige,51.69,33.4,31.52,2024-08-07,36,3.4,False,,126.08,Mainland China,CN,116.4402723,39.92208778,4,31.52
FB000497,Outerwear,Ann Taylor,Summer,L,Pink,137.38,0.0,174.5,2024-06-22,43,3.5,False,,174.5,Mainland China,CN,116.2937379,39.97400407,1,174.5
FB000498,Bottoms,Forever21,Fall,XXL,Green,96.7,38.8,57.13,2024-02-19,46,1.7,False,,514.17,Mainland China,CN,121.3973845,31.2320901,9,57.13
FB000499,Bottoms,H&M,Spring,M,Purple,58.73,38.1,35.21,2024-12-27,50,1.2,False,,246.47,Mainland China,CN,113.6814809,34.78502973,7,35.21
FB000500,Outerwear,Gap,Winter,S,Green,204.68,0.0,301.78,2024-03-05,33,3.1,False,,301.78,Mainland China,CN,113.3266604,23.13289149,1,301.78
FB000501,Bottoms,Forever21,Spring,L,White,117.26,0.0,144.68,2024-09-25,29,,False,,289.36,Mainland China,CN,116.3671875,39.85506977,2,144.68
FB000502,Outerwear,Gap,Summer,XXL,White,91.95,0.0,74.72,2024-08-18,1,2.5,False,,149.44,Mainland China,CN,121.5939116,29.8614879,2,74.72
FB000503,Bottoms,Gap,Fall,XL,Navy,94.53,0.0,90.07,2024-05-31,13,2.4,False,,900.7,Mainland China,CN,106.529156,29.579914,10,90.07
FB000504,Dresses,Mango,Fall,XXL,White,71.94,3.0,77.17,2024-06-14,45,1.4,False,,308.68,Mainland China,CN,104.0603087,30.602935,4,77.17
FB000505,Dresses,Ann Taylor,Winter,XL,Green,177.72,5.9,140.87,2024-09-20,47,,False,,422.61,Mainland China,CN,123.4703529,41.80306644,3,140.87
FB000506,Accessories,Zara,Summer,,White,34.4,0.0,33.55,2024-11-17,43,3.0,True,Wrong Item,671.0,Mainland China,CN,123.3750231,41.8075425,20,33.55
FB000507,Bottoms,Banana Republic,Spring,M,Gray,119.72,0.0,114.79,2025-01-18,18,3.7,False,,918.32,Mainland China,CN,104.069868,30.665566,8,114.79
FB000508,Accessories,H&M,Summer,,Brown,44.09,0.0,44.49,2024-03-08,2,2.0,False,,533.88,Mainland China,CN,112.9711676,28.20307025,12,44.49
FB000509,Bottoms,Mango,Spring,XL,Purple,42.47,0.0,42.6,2024-11-14,33,4.5,True,Changed Mind,340.8,Mainland China,CN,104.076322,30.655452,8,42.6
FB000510,Dresses,Banana Republic,Summer,XL,Purple,68.43,0.0,72.87,2024-02-28,16,,False,,510.09,Mainland China,CN,114.4978273,38.04410308,7,72.87
FB000511,Shoes,Zara,Fall,XS,Green,165.39,31.8,121.11,2024-06-10,9,4.6,False,,363.33,Mainland China,CN,114.2694855,30.61516382,3,121.11
FB000512,Accessories,Ann Taylor,Winter,,Green,35.36,0.0,36.1,2024-12-16,42,4.5,False,,722.0,Mainland China,CN,102.7144217,25.04027116,20,36.1
FB000513,Dresses,H&M,Summer,M,Navy,95.73,0.0,99.95,2024-01-16,6,4.6,False,,499.75,Mainland China,CN,108.9197445,34.23823767,5,99.95
FB000514,Accessories,Banana Republic,Spring,,Brown,72.28,51.3,35.15,2025-02-15,31,1.9,False,,1441.15,Mainland China,CN,121.5866804,38.91219034,41,35.15
FB000515,Outerwear,Ann Taylor,Summer,,White,80.35,0.0,78.44,2024-11-30,28,2.9,False,,313.76,Mainland China,CN,113.121769,23.010801,4,78.44
FB000516,Bottoms,Banana Republic,Winter,XL,Gray,119.04,0.0,89.64,2024-06-24,35,1.4,False,,89.64,Mainland China,CN,126.7028723,45.75567247,1,89.64
FB000517,Tops,Gap,Winter,XS,Brown,60.53,42.5,33.09,2024-05-09,8,,True,Color Mismatch,198.54,Mainland China,CN,121.5630341,31.21265465,6,33.09
FB000518,Outerwear,H&M,Fall,M,Navy,92.54,43.8,50.04,2024-07-12,33,1.5,True,Damaged,350.28,Mainland China,CN,116.4909124,39.969671,7,50.04
FB000519,Accessories,Uniqlo,Fall,,Pink,28.4,0.0,26.19,2024-07-20,4,3.1,False,,130.95,Mainland China,CN,116.4567304,39.96218819,5,26.19
FB000520,Bottoms,Zara,Summer,M,Gray,91.65,0.0,82.04,2024-07-16,40,3.8,False,,328.16,Mainland China,CN,125.3235233,43.89153721,4,82.04
FB000521,Accessories,Mango,Fall,,Navy,72.57,0.0,70.41,2024-04-27,27,2.5,False,,633.69,Mainland China,CN,113.7859583,23.02440834,9,70.41
FB000522,Bottoms,H&M,Fall,L,Blue,39.05,0.0,38.39,2024-04-26,10,3.5,False,,614.24,Mainland China,CN,120.8923101,31.96843752,16,38.39
FB000523,Dresses,Zara,Winter,S,Gray,113.21,0.0,104.02,2024-11-18,12,4.4,False,,416.08,Mainland China,CN,118.1767559,24.50556179,4,104.02
FB000524,Accessories,Forever21,Spring,,Navy,25.34,0.0,25.01,2025-07-31,17,3.3,False,,525.21,Mainland China,CN,102.6835505,25.00982297,21,25.01
FB000525,Tops,Mango,Spring,L,Black,98.16,56.7,42.56,2025-02-05,44,2.6,False,,1915.2,Mainland China,CN,116.4750552,39.94915299,45,42.56
FB000526,Tops,Banana Republic,Spring,XS,Purple,60.54,0.0,59.8,2025-04-10,35,1.7,False,,1315.6,Mainland China,CN,113.3219576,23.11985761,22,59.8
FB000527,Dresses,Zara,Winter,S,Pink,132.61,7.4,162.62,2024-10-17,0,4.2,False,,162.62,Mainland China,CN,117.1702623,39.1477517,1,162.62
FB000528,Outerwear,Ann Taylor,Fall,XL,Pink,234.14,0.0,199.38,2024-07-06,40,1.7,False,,398.76,Mainland China,CN,119.1110873,36.7119168,2,199.38
FB000529,Accessories,H&M,Fall,,Black,31.86,48.2,16.49,2024-10-19,32,4.5,False,,577.15,Mainland China,CN,114.3471569,30.5528892,35,16.49
FB000530,Accessories,Uniqlo,Spring,,Gray,15.14,36.7,9.59,2025-07-23,41,3.8,False,,1198.75,Mainland China,CN,118.1216955,24.50269161,125,9.59
FB000531,Shoes,H&M,Winter,XS,Purple,77.72,0.0,81.31,2024-10-02,48,1.1,False,,406.55,Mainland China,CN,119.276449,26.036763,5,81.31
FB000532,Accessories,Zara,Spring,,Gray,78.04,0.0,75.51,2025-04-09,38,4.9,False,,377.55,Mainland China,CN,120.447911,36.10917228,5,75.51
FB000533,Outerwear,Gap,Fall,M,Brown,169.82,0.0,170.26,2024-06-01,28,4.0,False,,170.26,Mainland China,CN,117.1804869,39.13487882,1,170.26
FB000534,Bottoms,H&M,Spring,L,White,94.71,38.9,55.88,2024-08-16,39,4.7,False,,335.28,Mainland China,CN,106.5080353,29.60943796,6,55.88
FB000535,Shoes,Ann Taylor,Spring,XL,Red,112.6,22.0,86.91,2025-07-22,29,2.1,True,Color Mismatch,1390.56,Mainland China,CN,121.43703,31.197456,16,86.91
FB000536,Bottoms,Zara,Summer,L,Purple,104.16,0.0,100.51,2024-06-24,21,1.6,False,,201.02,Mainland China,CN,113.389896,22.518272,2,100.51
FB000537,Outerwear,Gap,Winter,XXL,Gray,174.86,0.0,204.75,2024-04-11,15,1.7,False,,204.75,Mainland China,CN,116.4137614,40.07045271,1,204.75
FB000538,Outerwear,Uniqlo,Spring,L,Purple,217.89,49.4,108.73,2024-11-27,42,2.9,False,,869.84,Mainland China,CN,126.6085482,45.7144802,8,108.73
FB000539,Shoes,Mango,Winter,L,Black,123.14,0.0,138.22,2024-07-16,15,1.8,True,Wrong Item,276.44,Mainland China,CN,121.4460056,31.32399026,2,138.22
FB000540,Tops,Ann Taylor,Winter,XL,Navy,103.96,0.0,118.28,2024-06-27,23,3.3,False,,118.28,Mainland China,CN,114.235128,22.697469,1,118.28
FB000541,Dresses,H&M,Spring,XL,Blue,138.45,0.0,139.12,2025-03-28,18,3.3,False,,1391.2,Mainland China,CN,117.2136068,39.09043389,10,139.12
FB000542,Shoes,Gap,Summer,S,Black,165.1,0.0,156.54,2024-07-11,7,,False,,313.08,Mainland China,CN,102.7327037,25.07974922,2,156.54
FB000543,Shoes,Gap,Winter,XXL,Gray,147.25,0.0,175.13,2024-03-27,15,2.7,False,,350.26,Mainland China,CN,121.4078509,31.1727221,2,175.13
FB000544,Shoes,Uniqlo,Fall,L,Pink,126.23,0.0,126.62,2024-11-03,48,2.1,False,,759.72,Mainland China,CN,113.3579972,22.92365662,6,126.62
FB000545,Outerwear,Ann Taylor,Fall,M,Navy,229.04,0.0,236.94,2024-08-11,5,4.5,False,,236.94,Mainland China,CN,108.9105462,34.2416094,1,236.94
FB000546,Accessories,Ann Taylor,Winter,,Gray,38.65,32.6,24.46,2024-08-06,46,1.1,False,,195.68,Mainland China,CN,117.2561359,39.12351843,8,24.46
FB000547,Bottoms,Banana Republic,Spring,XS,Pink,80.82,0.0,76.78,2025-02-11,42,,False,,767.8,Mainland China,CN,117.2222324,31.81804863,10,76.78
FB000548,Accessories,Uniqlo,Spring,,Beige,56.44,0.0,55.72,2025-03-18,35,4.0,False,,947.24,Mainland China,CN,117.7068687,39.02439582,17,55.72
FB000549,Dresses,Zara,Fall,M,Beige,121.3,0.0,144.68,2024-04-10,33,2.3,False,,144.68,Mainland China,CN,114.2674685,30.56854283,1,144.68
FB000550,Bottoms,Gap,Fall,,Black,101.98,28.4,88.37,2024-07-11,40,4.5,False,,88.37,Mainland China,CN,117.2524909,31.85442532,1,88.37
FB000551,Bottoms,Banana Republic,Spring,L,Red,89.99,0.0,84.75,2025-02-28,26,4.1,False,,423.75,Mainland China,CN,121.404575,31.229185,5,84.75
FB000552,Shoes,Forever21,Summer,XXL,Green,64.31,34.5,47.48,2024-12-11,48,4.5,False,,142.44,Mainland China,CN,119.5385699,26.65178144,3,47.48
FB000553,Dresses,Zara,Spring,L,Beige,168.92,0.0,177.92,2025-07-14,11,4.4,False,,1067.52,Mainland China,CN,123.3805847,41.81450614,6,177.92
FB000554,Bottoms,Gap,Summer,XL,Navy,86.46,49.5,41.77,2024-12-17,19,4.3,False,,459.47,Mainland China,CN,113.2722398,22.83437761,11,41.77
FB000555,Tops,Forever21,Winter,XS,Red,36.84,18.9,27.45,2024-06-15,39,1.2,False,,109.8,Mainland China,CN,118.580276,24.824902,4,27.45
FB000556,Tops,Ann Taylor,Spring,XS,Pink,38.5,0.0,38.79,2025-03-06,2,3.2,False,,387.9,Mainland China,CN,115.855433,28.698638,10,38.79
FB000557,Bottoms,Mango,Winter,,Beige,68.02,37.7,43.28,2024-12-22,40,2.1,False,,822.32,Mainland China,CN,112.9750729,28.18945405,19,43.28
FB000558,Dresses,Uniqlo,Fall,M,Brown,117.23,0.0,97.99,2024-10-05,30,,True,Changed Mind,293.97,Mainland China,CN,120.2515959,30.1818967,3,97.99
FB000559,Tops,Ann Taylor,Spring,S,Navy,79.33,0.0,83.88,2025-01-30,10,3.4,True,Changed Mind,503.28,Mainland China,CN,116.3349903,40.03025976,6,83.88
FB000560,Bottoms,Mango,Summer,L,Green,75.82,42.7,43.92,2024-06-18,11,2.0,False,,219.6,Mainland China,CN,108.3912395,22.81340638,5,43.92
FB000561,Dresses,Ann Taylor,Spring,M,White,141.42,0.0,144.28,2025-03-25,10,2.5,False,,1298.52,Mainland China,CN,118.605056,24.888387,9,144.28
FB000562,Shoes,Uniqlo,Spring,L,Black,124.2,0.0,135.46,2024-08-28,24,1.0,False,,541.84,Mainland China,CN,114.0598005,22.53416637,4,135.46
FB000563,Bottoms,Forever21,Winter,L,Navy,48.42,0.0,50.21,2024-08-06,6,4.3,False,,502.1,Mainland China,CN,118.7653221,32.00888087,10,50.21
FB000564,Dresses,H&M,Fall,XS,Gray,119.4,0.0,131.29,2024-11-13,45,4.2,False,,525.16,Mainland China,CN,120.4363903,36.16715348,4,131.29
FB000565,Shoes,Mango,Summer,M,Brown,186.07,0.0,159.77,2024-12-30,41,2.6,False,,159.77,Mainland China,CN,116.5988962,39.92640454,1,159.77
FB000566,Shoes,Mango,Summer,XL,Brown,109.46,0.0,101.05,2024-03-01,38,4.1,False,,202.1,Mainland China,CN,118.3278769,35.06569213,2,101.05
FB000567,Dresses,Gap,Winter,S,Gray,116.18,42.7,66.32,2024-09-07,3,3.5,False,,132.64,Mainland China,CN,104.067645,30.631042,2,66.32
FB000568,Accessories,Zara,Winter,,Green,41.29,26.3,29.08,2024-11-25,5,4.7,False,,232.64,Mainland China,CN,120.4257699,36.16080098,8,29.08
FB000569,Tops,Uniqlo,Winter,S,Green,94.68,45.0,53.29,2024-10-28,47,2.6,False,,532.9,Mainland China,CN,117.684379,24.503321,10,53.29
FB000570,Accessories,Zara,Spring,,White,48.55,32.7,32.0,2024-10-01,39,2.8,False,,608.0,Mainland China,CN,125.2952307,43.86710944,19,32.0
FB000571,Tops,Gap,Summer,M,Purple,75.22,0.0,94.56,2024-08-04,22,2.1,True,Size Issue,94.56,Mainland China,CN,113.945332,22.504401,1,94.56
FB000572,Shoes,H&M,Summer,XS,White,98.95,30.3,73.12,2024-06-08,16,,False,,511.84,Mainland China,CN,104.074545,30.686719,7,73.12
FB000573,Tops,H&M,Spring,XL,Brown,39.56,0.0,40.0,2025-01-21,15,,False,,1000.0,Mainland China,CN,122.9871261,41.11056918,25,40.0
FB000574,Outerwear,Uniqlo,Winter,S,White,153.88,0.0,148.36,2024-08-31,42,2.2,False,,296.72,Mainland China,CN,121.5668942,29.83443647,2,148.36
FB000575,Accessories,Ann Taylor,Summer,,Beige,68.87,0.0,77.03,2024-08-06,9,1.1,False,,308.12,Mainland China,CN,104.112408,30.667557,4,77.03
FB000576,Bottoms,Ann Taylor,Fall,M,Pink,25.56,38.9,15.48,2024-06-23,48,,False,,170.28,Mainland China,CN,108.9638481,34.2296202,11,15.48
FB000577,Outerwear,H&M,Fall,XXL,White,246.49,0.0,280.8,2024-02-25,20,4.8,False,,561.6,Mainland China,CN,104.0693,30.571955,2,280.8
